identifier,name,thumbnail,description,mimetype,url,media,agegroup,domain,curriculargoal,competencies,language,category,sourceorg,audience,keywords,status,learningoutcomes,createdon,lastupdatedon
do_3138318858604216321293,മലയാളം അക്ഷരമാല കാർഡുകൾ (malayalam alphabet cards),https://obj.diksha.gov.in/ntp-content-production/content/do_3138318858604216321293/artifact/do_3138318860341084161262_1688462650840_flash-cards-icon.thumb.jpg,,application/pdf,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3138318858604216321293/malyalam-alphabet-card.pdf,"[{""mimetype"":""application/pdf"",""url"":""https://obj.diksha.gov.in/ntp-content-production/content/assets/do_3138318858604216321293/malyalam-alphabet-card.pdf""}]",3-6,,,,Malayalam,Activity,NCERT,{Teacher},{മലയാളം അക്ഷരമാല malayalam alphabet},Live,,NOW(),
do_31307453447507148819171,దొర్లడం మరియు జారడం | Part 1/3 | Roll and slide | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31307453447507148819171/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31307453447507148819171/10.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyadbkgt3t47du3mqvzrnzratv4qdrosubfrr22qynbzqna/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP deffirent toyes and animalas},Live,,NOW(),
do_31307453443604480016408,వస్తువుల కొలత | Part 3/3 | Size of objects | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31307453443604480016408/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31307453443604480016408/9.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyapebhiuopslxi34vmy47bbr4n6dkcmrmcuvdwz2wfuwva/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Teacher},"{DJP measuring length objects chair length table length,measuring}",Live,,NOW(),
do_31307453438871961616407,వస్తువుల కొలత | Part 2/3 | Size of objects | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31307453438871961616407/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31307453438871961616407/8.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya56tlkopgnxql7drk7rgazf2nhl5aoaapfvgyjqeuzkha/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP measuring lenght objects chair lenght table lenght measuring},Live,,NOW(),
do_31307453430960947216406,వస్తువుల కొలత | Part 1/3 | Size of objects | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31307453430960947216406/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31307453430960947216406/7.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya3nefpctsocvotvdxexuvw223maxvusvgkepnddgcgtza/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Parent},{DJP measuring lenght objects chair lenght table lenght measuring},Live,,NOW(),
do_31307453422610022415759,వస్తువుల స్థానం | Part 3/3 | Position of Objects | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31307453422610022415759/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31307453422610022415759/6.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyawyrqricullzxgvzuhznwesd2xdf5aqrixbohfbzwmo3a/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Teacher},{DJP measuring lenght objects chair lenght table lenght measuring},Live,,NOW(),
do_31307453417401548817613,వస్తువుల స్థానం | Part 2/3 | Position of Objects | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31307453417401548817613/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31307453417401548817613/5.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyagnxkvolgpcvt5vp7odchiuh4p33ludg5wuk7fsuiab6q/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Teacher},{DJP deffirent things possition objects},Live,,NOW(),
do_31307453409560985618108,వస్తువుల స్థానం | Part 1/3 | Position of Objects | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31307453409560985618108/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31307453409560985618108/4.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya74lczwbmqn6pi64p5bpkeor7eaucljgqk65jz5kzpmta/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Parent},{DJP deffirent things possition objects},Live,,NOW(),
do_31307453398958080019722,ఏకైక అనురూపత | Part 3/3 | One to one correspondance | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31307453398958080019722/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31307453398958080019722/3.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyadmpvfhprkl7n4vvlykelnhqydv6quizqu2fbx7pg6kgq/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Parent},{DJP deffirent things possition objects},Live,,NOW(),
do_31307453393125376018107,ఏకైక అనురూపత | Part 2/3 | One to one correspondance | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31307453393125376018107/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31307453393125376018107/2.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyapanmbliuf66ttlrrq63jwr44xvbfgkcskncxefggy3wa/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP deffirent things possition objects},Live,,NOW(),
do_31307453386428416015758,ఏకైక అనురూపత | Part 1/3 | One to one correspondance | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31307453386428416015758/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31307453386428416015758/1.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyan62otcxacbqsogpximhrltrvwq5jjiau4qzo3grltznq/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Both},{DJP deffirent things possition objects},Live,,NOW(),
do_31306474126968422419061,దైనందిన జీవితంలో ద్రవ్యం | Part 3/3 | Money in our daily life | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474126968422419061/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474126968422419061/31.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyahxcll2dlhk2ekinenfnkuqzkhfxvbu3c6446csnyryza/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP money in your dialy life},Live,,NOW(),
do_313064741211324416112417,దైనందిన జీవితంలో ద్రవ్యం | Part 2/3 | Money in our daily life | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_313064741211324416112417/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_313064741211324416112417/30.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyapq6ib7gublu6tkipy6tfzddudroobytm3pxntduoakra/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP money in your dialy life},Live,,NOW(),
do_31306474113359052819369,దైనందిన జీవితంలో ద్రవ్యం | Part 1/3 | Money in our daily life | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474113359052819369/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474113359052819369/29.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyaskpweafedu42djzv7h6qswornslfras2ahgjcijw6xuq/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Teacher},{DJP money in your dialy life},Live,,NOW(),
do_313064741084684288113524,71 నుండి 90 వరకు గల సంఖ్యలు | Part 3/3 | Numbers from 71-90 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_313064741084684288113524/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_313064741084684288113524/28.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya4xrim3nidh7lftwtptvvbydncxdghdjcdxlbc3gsyhpa/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP numbers counting 70 to 90},Live,,NOW(),
do_313064741034082304112416,71 నుండి 90 వరకు గల సంఖ్యలు | Part 2/3 | Numbers from 71-90 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_313064741034082304112416/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_313064741034082304112416/27.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya7bqevn6mg7mclimrzkub7hfj5m73f527xqhnyibyagja/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP numbers counting 70 to 90},Live,,NOW(),
do_31306474097607475216709,71 నుండి 90 వరకు గల సంఖ్యలు | Part 1/3 | Numbers from 71-90 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474097607475216709/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474097607475216709/26.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya7ciaebtsgj2woqlmri5jd3jsvsxtqxvubrctobzbz4jq/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Both},{DJP numbers counting},Live,,NOW(),
do_31306474093486080018768,51 నుండి 70 వరకు గల సంఖ్యలు | Part 3/3 | Numbers from 51-70 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474093486080018768/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474093486080018768/25.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyago4lipqft6j4ds3oy5ejqpqvbgyclkffwa6sqauxux2q/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP numbers counting},Live,,NOW(),
do_31306474087932723218028,51 నుండి 70 వరకు గల సంఖ్యలు | Part 2/3 | Numbers from 51-70 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474087932723218028/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474087932723218028/24.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyazqwidnxtkujjsa7ttqtvhcoyqqgbugv7fjlghtie5wbq/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Parent},"{DJP, numbers counting 51 to70}",Live,,NOW(),
do_313064740837933056112415,51 నుండి 70 వరకు గల సంఖ్యలు | Part 1/3 | Numbers from 51-70 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_313064740837933056112415/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_313064740837933056112415/23.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyaigj6pi2lcw2anhs2mxc4zzuo3fl5ajcb2vhufdcpox2a/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Teacher},{DJP numbers counting 51 to 90},Live,,NOW(),
do_313064740791205888113523,41-50 వరకు గల సంఖ్యలు | Part 3/3 | Numbers from 41-50 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_313064740791205888113523/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_313064740791205888113523/22.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyatjbrqcytmrjqr6fjt47g4ncetfcb2agmkhqic5v4fcdq/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Parent},"{DJP numbers counting 41 to 50, different thinhs countining}",Live,,NOW(),
do_31306474048072908818767,41-50 వరకు గల సంఖ్యలు | Part 2/3 | Numbers from 41-50 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474048072908818767/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474048072908818767/21.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyai7qept2a6peuuvmvevhbsvnuxumgotnapuomtocbpmdq/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Parent},"{DJP numbers counting 41 to 50, different thinhs countining}",Live,,NOW(),
do_31306474042596556818766,41-50 వరకు గల సంఖ్యలు | Part 1/3 | Numbers from 41-50 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474042596556818766/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474042596556818766/20.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya6xpt6crzzuofgctnwkn5ghlo56jxkbhxamzjwg7wnnjq/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP numbers countining},Live,,NOW(),
do_31306474037935308816708,లావు మరియు సన్న | Part 3/3 | Thick and Thin | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474037935308816708/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474037935308816708/19.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyatptuonquwktlqjtcxkkaj7hpvo7xlxxwmfsk3j3m3zya/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP numbers countining},Live,,NOW(),
do_31306474033295360018765,లావు మరియు సన్న | Part 2/3 | Thick and Thin | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474033295360018765/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474033295360018765/18.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyax5d7ckbhi6cbrcj3g5qvbn6hro2r3jzeb64sqtc56ria/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP thick and thin in different things},Live,,NOW(),
do_31306474027392204819367,లావు మరియు సన్న | Part 1/3 | Thick and Thin | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474027392204819367/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474027392204819367/17.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyannqjawks5fmhf4qd64grkytnqytuwmwtzc4r3ajeqxaq/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Parent},{DJP thick and thin in different things},Live,,NOW(),
do_31306474020972953616707,పొడవు మరియు పొట్టి | Part 3/3 | Tall and short | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474020972953616707/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474020972953616707/16.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyafxtrqr3ifubsbg7vjokffelc55ubtkq4go2zpge22qja/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Teacher},{DJP thick and thin in different things},Live,,NOW(),
do_31306474016003686418764,పొడవు మరియు పొట్టి | Part 2/3 | Tall and short | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474016003686418764/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474016003686418764/15.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyaz7bcilsra2lti2ehaahdav3j6mx54qvmbscracxo6nda/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP thick and thin in different things},Live,,NOW(),
do_31306474010909081617651,పొడవు మరియు పొట్టి | Part 1/3 | Tall and short | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306474010909081617651/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306474010909081617651/14.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyafxckegwrjgdnlwra4bzlhbw4rcs6dtjipex2tctqagfq/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Teacher},{DJP thick and thin in different things},Live,,NOW(),
do_313064740050460672113522,10-20 వరకు గల సంఖ్యల తీసివేత | Part 3/3 | Subtraction of numbers from 10-20 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_313064740050460672113522/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_313064740050460672113522/13.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyaak5ueus54xly2hpvbwgffvvzcyt4tnhghioez5m4kgia/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP numbers 10 to  20  subtractrion},Live,,NOW(),
do_313064740008058880113521,10-20 వరకు గల సంఖ్యల తీసివేత | Part 2/3 | Subtraction of numbers from 10-20 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_313064740008058880113521/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_313064740008058880113521/12.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya3rdcwz55xhb45hnqndw5sveyhgjccqmlvzzfvkotgn4q/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP numbers 10 to  20  subtractrion},Live,,NOW(),
do_313064739944177664113520,10-20 వరకు గల సంఖ్యల తీసివేత | Part 1/3 | Subtraction of numbers from 10-20 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_313064739944177664113520/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_313064739944177664113520/11.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyapiemhkahse7bykhoadtp2ixf2wnoqpc3t6b4f5rwqclq/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Teacher},{DJP numbers 10 to 20 adittions},Live,,NOW(),
do_31306473990370918419060,10 నుండి 20 వరకు గల సంఖ్యల కూడిక | Part 3/3 | Addition of numbers from 10-20 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306473990370918419060/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306473990370918419060/10.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyanymacxuq27rv5hbhztrcnshlu5wnhd4k6cerr7igrgqq/master.m3u8""}]",3-6,,,,Telugu,Rhymes / Lullabies,,{Parent},{DJP numbers 10 to 20 adittions},Live,,NOW(),
do_31306473979119206418763,10 నుండి 20 వరకు గల సంఖ్యల కూడిక | Part 1/3 | Addition of numbers from 10-20 | Telugu | Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306473979119206418763/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306473979119206418763/8.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyahvj2h6wccgubyowcxl3hdyeirz5n62eubaq4fjur6ksq/master.m3u8""}]",3-6,,,,Telugu,Activity,,{Parent},{DJP numbers 10 to 20 adittions},Live,,NOW(),
do_31306473973787852816705,వస్తువులని క్రమపరచడం & వర్గీకరించడం|Part 4/4|Sorting and Classification of Objects|Telugu|Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306473973787852816705/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306473973787852816705/7.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyavrvws7l6kwx3qpzf3fpht52hjtmrrqopjmjmbgoxfkxa/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Teacher},{DJP different things sorting and classification.},Live,,NOW(),
do_31306473956826316816704,వస్తువులని క్రమపరచడం & వర్గీకరించడం|Part 3/4|Sorting and Classification of Objects|Telugu|Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306473956826316816704/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306473956826316816704/6.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhya4ec4aqe3t6ctlkscyrp6y5fjzzcm3jyru54q5wtctwyq/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Teacher},{DJP different things sorting and classification.},Live,,NOW(),
do_31306473951891456019058,వస్తువులని క్రమపరచడం & వర్గీకరించడం|Part 2/4|Sorting and Classification of Objects|Telugu|Class 1,https://obj.diksha.gov.in/ntp-content-production/content/do_31306473951891456019058/artifact/ttllogo.thumb.png,,video/mp4,https://obj.diksha.gov.in/ntp-content-production/content/assets/do_31306473951891456019058/5.mp4,"[{""mimetype"":""application/x-mpegurl"",""url"":""https://mibm2gd4gvfa5jjuaizursbvvi.apigateway.ap-mumbai-1.oci.customer-oci.com/ocid1.mediaasset.oc1.ap-mumbai-1.amaaaaaadut4dhyaw776qfbxxtru72cyuf7ztgew5hwsvli55qmxuw3ifkea/master.m3u8""}]",6-8,,,,Telugu,Activity,,{Teacher},{DJP different things sorting and classification.},Live,,NOW(),
